Title,Info,tel,Company1
Leader Cook,"Alger,Algérie,Cité 111 logts n° 46.Birto...",0559 28 42 69,leadercook@hotmail.com
Agence de Voyage Sanaa Al Djazair,"Rue principale, local n°1, rdc.Corso,Bou...",0662 20 27 57 / 0550 50 34 57,sanaa-aldjazair@hotmail.fr
Boumerdes Travel,"BT 19. Cité des 392 logements,Boumerdes,...",0660 09 84 64 / 0660 03 51 84,boumerdestravel@gmail.com
Century 21 Travel Agency,"Cité Ain Abdellah, lot 33, n°07,Boumerde...",024 94 34 29 / 0560 98 97 00,century21dz@gmail.com
Dar El Hidjra,"Cité Alliliguia 377, groupe 04, local n°...",024 79 06 37 / 0778 46 15 73 / 0672 35 50 19,dar.elhidjra.dz@gmail.com
Djemila Voyage / Boumerdes,"Résidence Cosider.Oued Tataregue,Boumerd...",024 94 77 03,djemilaboumerdes@yahoo.fr
Echo Voyage,"Cité du 11 Décembre 1960, résidence Ysre...",024 94 31 66 / 024 94 31 64 / 024 94 31 65,echovoyage@voila.fr
El Biruni Voyages,"Avenue Abdelaziz El Kebir, local n°05.Ou...",0661 55 18 25,elbirunivoyages@yahoo.fr
Le Relais Voyages,"Route nationale n°24, résidence.Ben Brah...",024 79 90 04 / 0550 35 45 58 / 0550 35 45 72,info@lerelaisvoyages.com
Hirech Travel Services,"Cosider .Oued Tatareg,bâtiment B2, local...",0770 12 13 75 / 0770 12 15 56 / 0550 60 66 78,contact.hts@gmail.com
Nadjah Travel Agency / Boumerdes,"Rue Megramane Lounes.Khemis El Khechna,B...",024 97 07 14 / 0664 16 27 54,nadjahboumerdes@hotmail.com
Rythme du Monde,"Cité 11 Décembre 1960, coop immob El Kah...",024 91 49 53 / 0541 55 70 72,rythmedumonde2016@gmail.com
Sid Ali Voyages,"Cité Kanaghaz, villa n°05,Boumerdes,Algé...",024 79 95 95 / 0552 78 48 86,sidalivoyages1@gmail.com
ADOUNIA,"Rue Moussaoui Dahmane.Ouled Moussa,Boume...",024 93 74 94 / 0661 49 18 11,ahmed_moussaoui@live.fr
Complexe Touristique L'Albatros Beach,"Cité Frantz Fanon,Boumerdes,Algérie",024 91 16 32 / 0770 35 02 40 / 0773 86 24 56,yas_albatros@yahoo.fr
Complexe Touristique Le Grand Bleu,"Safsaf Nabi. Zemouri,Boumerdes,Algérie",0673 94 14 95,
El Khiam Le Bivouac du Cavalier,Fôret du Sahel .Bp 71,0770 92 55 13 / 0770 92 26 40,euraf_tour@yahoo.fr
El Yamama Investissement Touristique,"Route nationale n°24.Tidjelabine,Boumerd...",0770 99 06 00,
Groupement Touristique Les Lilas,"Cité Frantz Fanon, lot n°6,Boumerdes,Alg...",024 91 31 11 / 024 91 15 51 / 0698 75 89 32,contact@hotel-les-lilas.com
Hôtel Boushaki,"Avenue du 1er Novembre.Boudouaou,Boumerd...",024 74 23 11 / 024 74 23 07,
Hôtel El Feth,"93, avenue du 1er Novembre.Boudouaou,Bou...",024 74 20 81,
Hôtel El Wiaam,"Avenue du 1er Novembre.Boudouaou,Boumerd...",024 74 23 06,
Hôtel Essalem / Boumerdes,"Cité Benadjel . Boudouaou,Boumerdes,Algé...",024 74 92 71,
Hôtel Lalayamna,"Rue des fréres Aoudia.Boudouaou,Boumerde...",024 74 22 97 / 0550 49 59 84,
Hôtel Ouchaou Frères / Station Services,Route nationale n°24.Les Salines.Oued Ou...,020 77 12 68 / 020 77 12 69 / 0556 98 64 63,
Hôtel Le Rocher Noir / Boumerdes,"Avenue du 1er Novembre 1954, route natio...",024 79 41 59,
Hôtel Leila,"Zone urbaine, villa Elder n°126,Boumerde...",024 79 01 38 / 024 79 01 41 / 0661 51 81 20 / 0770 34 13 71,info@hotelleila.com
Hôtel Raouassi,"78, avenue du 1er Novembre.Boudouaou,Bou...",024 74 20 77 / 0771 11 40 41,
Hôtel Soummam,"Route nationale n°24,Boumerdes,Algérie",024 79 44 41,
Le Poussin Rouge,Route nationale n°12( à coté du Stade).N...,024 77 01 33 / 0550 50 15 67 / 0550 50 18 94,
Anis Dellala,"Cité Ain Abdellah , bloc n°8,Boumerdes,A...",024 94 34 25 / 0557 14 32 14,dellala1979@gmail.com
Chili Nassim,"Cité du 11 Décembre, bâtiment 44,Boumerd...",0771 70 00 54 / 0556 89 27 26,goldcar35@gmail.com
Akouche Belkacem,"Cité Frantz Fanon,Boumerdes,Algérie",0552 18 13 99 / 0553 70 24 72,temezrithotel@yahoo.fr
Lechdoure Mourad,"Cité 11 Décembre,Boumerdes,Algérie",0550 63 15 32 / 0556 03 36 89,
Sahel Taxi,"Cité 351 logements, bâtiment 14, n°6,Bou...",024 91 29 12 / 0555 03 79 77 / 0555 03 79 78,taxisahel@yahoo.fr
Transit Belmiloud,Tranche 26. Etage 01 .Hai Mnaouer.Centre...,041 50 15 48 / 041 38 54 23 / 0770 30 43 87 / 0561 23 00 44,trbelmiloud_aek@yahoo.fr
Air Algerie / Agence Boumerdes,"Centre ville de Boumerdes,Boumerdes,Algé...",024 79 84 41,
Hôtel Assala **** étoile,10 mn du Palais des Expositions. Centre...,0550 67 59 18 / 0550 67 59 20,direction@hotel-assala.com
Fantazia Hôtel Restaurant,"107, avenue les Palmiers les Falaises,Or...",041 72 32 32 / 041 72 32 15 / 0770 91 41 55,reservation@fantaziahoteloran.com
Maxila Tours et Voyages,"Cop 20 Août.Tixeraine.Birkhadem,Alger,Al...",0660 73 27 40 / 0660 73 27 41 / 0660 73 27 35 / 0660 73 35 45,maxila.tours@yahoo.fr
Idzigo Travel Agency,"lot geraut n°33 petit Staoueli .Chéraga,...",023 36 75 56 / 0770 54 22 96 / 0770 54 22 47 / 0770 54 22 43,contact@idzigo-booking.pro
LLA / Lafarge Logistique Algérie,Centre Commercial de Bab Ezzouar Tour n°...,021 48 16 66 / 021 48 16 61,
Seven Seas Travel,"Setif,Algérie",0551 52 80 64,sevenseassetif@gmail.com
Agence Mouflon Tourisme,Bp 26.Centre Tamanrasset,0662 36 19 90 / 0675 89 91 37,mouflon_tourisme@yahoo.fr
Palladium,"Lotissement Asma, villa n°14.Bir Khadem,...",021 44 83 23 / 0661 51 03 08,assistante@chinapalladium.com
Your Beds Travel,"Cité 2038, local 03.Bab Ezzouar,Alger,Al...",021 20 76 48 / 0561 62 15 15 / 0561 62 16 16,contact@yourbedstravel.com
Voyages 2000,"Hai Ben Mrabet, lot S,GPE prop 355.RN 24...",0561 65 76 92 / 0554 87 91 97,info@voyages2000booking.com
Visa Travel / Alger,Centre Commercial et d'affaire El Mohama...,023 80 45 24 / 0666 31 88 22,visatravel@yahoo.fr
T & M Voyages,"G4 Mohammed Garidi.Jolie Vue.Kouba,Alger...",023 70 65 51 / 023 70 66 35 / 0550 32 28 08,tmvoyages.dz@gmail.com
Nouha Tours,"Cité brakni, bt 04, n°2,Blida,Algérie",025 30 04 72 / 0551 11 17 56,nouhatours@gmail.com
Lejdar travel Agency,"Cité Touahria.Mohamed Rousseau,n°6,Tiare...",046 20 16 28 / 0555 48 39 15,lejdar_travel@yahoo.fr
Kerroub Travel,"Cité 198 l'ancien Tronçon.Baba Hacene,Al...",023 35 38 98 / 0554 83 54 63 / 0550 70 02 60,kerroubtravel@gmail.com
Amana Voyages,"134, cité du 1er Novembre, lotissement B...",023 35 35 95 / 0560 12 00 14 / 0560 12 00 57,contact@amanavoyage.com
Azhari Travel / Médea,"Route d'Alger,Medea,Algérie",025 78 07 77 / 0557 27 49 77,info.medea@azharitravel.com
Holiday Inn Algiers,"Route d'Ouled Fayet.Chéraga,Alger,Algéri...",023 28 58 58,
Hôtel New Day,34 Rue des frères Mokhtari . Hussein Dey...,023 77 47 47,commercial@hotel-newday.com
Hôtel Protea,"Avenue Aouati mostefa 59,Constantine,Alg...",031 92 24 24 / 031 92 02 07,reservations.proconstantine@proteahotels.com
Kar'aibes Resort & Spa,"Rn n°96 A.Station Balnéaire .Terga,Ain T...",043 62 42 45,contact@karaibes-resort.com
Hôtel Plaza,"66 Rue Mouhamed Belouizdad .Belcourt,Alg...",023 51 93 74 / 023 51 93 79 / 0560 86 01 75,hotelplazaalger@gmail.com
Centre National des Sports et Loisirs de...,"Tikjda, Commune d’El Esnam,Bouira,Algéri...",0560 97 08 96 / 0782 34 55 27 / 0782 34 81 92,contact@cnsl-tikjda.dz
Centre National des Sports et Loisirs de...,"Tikjda, Commune d’El Esnam,Bouira,Algéri...",0560 97 08 96 / 0782 34 55 27 / 0782 34 81 92,contact@cnsl-tikjda.dz
Centre National des Sports et Loisirs de...,"Tikjda, Commune d’El Esnam,Bouira,Algéri...",0560 97 08 96 / 0782 34 55 27 / 0782 34 81 92,contact@cnsl-tikjda.dz
Hasnaoui Logistique,"Zone industrielle,Sidi Bel Abbès,Algéri...",0561 63 32 59,hl@groupe-hasnaoui.com
Transports Chakour,"3, route des Sablettes.Bp 03,Mostaganem,...",045 42 00 28 / 045 42 00 26 / 0770 90 93 18 / 0770 24 62 90,transchakour@groupe-chakour.com
Hôtel Dar El Azz,"02 Rue Des Frères Harieche, ERRABTA,Jije...",034 49 77 22 / 0560 99 08 63,hoteldarelaaz@gmail.com
RESALGERIE,"Telemly. Alger Centre,Alger,Algérie,1610...",0558 50 62 41 / 0550 55 04 23,contact@resalgerie.com
Direction de la Sécurité Aéronautique de...,"BP 29.Tiksa . Djanet,Illizi,Algérie",029 48 15 02,daaj@enna-dz.com
Ftorkom Traiteur Catering,"Cité des Annassers, bt 705, n°10.Bp 169....",0671 71 92 38,eurlftorkom@yahoo.fr
ARRAKB voyages,"148, Boulevard Ali Khodja. El Biar,Alger...",0555 39 30 06 / 0657 63 43 36 / 0775 36 43 36,arrakbelbiar@gmail.com
Bouazara Tours,"Local 02 M 92, n°01.Ouled Slama,Blida,Al...",023 56 69 88 / 0550 40 81 65 / 0675 43 68 78,bouazara.tour@gmail.com
BELGHEZAL TOURS,"198 logts, bt 9, local n°12,Laghouat,Alg...",029 11 72 84 / 0697 44 75 83 / 0671 77 16 16,belghezaltours@gmail.com
Alahebah Voyage,"104-105 Logement LSP, bt B. Local n° 12....",023 76 64 36 / 0561 90 74 97,alaheba.safari@gmail.com
Najah Travel Agency / Boumerdes,"Rue Magramane Lounes. Khemis El Khechna,...",024 97 07 14 / 0664 16 27 54,najahboumerdes@hotmail.com
Rachidia Transport / Mascara,"2, rue Bentouhami Abdelkader,Mascara,Alg...",041 23 36 36 / 041 23 37 37,direction@berrahalgroup.com
Hotel Sidi Salem,"Avenue du 1 er Novembre .Boudouaou,Boume...",0771 74 08 59,
Bac Logistics,"34, rue Larbi Ben M'hidi,Bejaia,Algérie,...",0560 09 20 29 / 0560 09 20 24,contact@baclogistics.dz
M Suite Hôtel,"9, route de L'ALN. Dar El Beida,Alger,Al...",023 81 37 38,contact@msuitehotel.com
Froid Du Dessert,"Boumerdes,Algérie,Cité Eplf, la Mouette,...",0666 13 17 77,hammaz.mohamed@gmail.com
Hammam Essalama Transport,"Boumerdes,Algérie,Cité 11 Décembre 1960,...",0550 44 58 37 / 0550 43 09 28,trans-essalama@hotmail.fr
Nadji Wessal,"Boumerdes,Algérie,Rue Tizi Oualou Ali. S...",0554 56 72 43,nwessal@gmail.com
Transport de Voyageurs et Marchandise Ze...,"Cité 252 logts, bt 08. Bp n°35. Isser,Bo...",0661 74 14 17,sarltpv-zegnoun@hotmail.fr
Saadoune Said,"Boumerdes,Boumerdes,Algérie",0550 17 53 60,
Makhoukhi Mouloud,"Boumerdes,Algérie,Cité Istikbal. Chabet...",0556 26 62 95,kham152002@yahoo.fr
Universal Déménagement,"Coop Gtp N'10 Aissat Mustapha. Reghaia,A...",023 84 21 29 / 0555 85 41 07 / 0551 34 43 41,contact@universal-demenagement.com
Global Maritime Algérie,"07, rue Larbi Alik. Hydra. Bp 52,Alger,A...",021 54 90 61 / 0561 68 09 93,info@globalgroup-dz.com
G-TRANSIT,"07, rue Larbi Alik. Hydra,Alger,Algérie",021 54 90 61,serviceclient@globalgroup-dz.com
TGLOBAL / Trans Global,"07, rue Larbi Alik. Hydra,Alger,Algérie",021 54 90 61,serviceclient@globalgroup-dz.com
BENREDOUANE,"55, lot Boirie . Kouba,Alger,Algérie",0770 86 86 80,contact@benredouane.com
TRM Algerie National Express,"10, rue Ali Bouhadja. Birtouta,Alger,Alg...",021 44 29 60 / 021 44 29 61 / 021 44 29 62 / 0770 19 92 59,f.lalmas@trmalgerie.com
SIL / Société Intermodale de Logistique,"Petite Zone Industrielle. Bp 64,Skikda,A...",038 75 16 28 / 0661 90 63 68,contact@sil-spa.com
GEMA / Société Générale Maritime / Arzew,"Arzew,Oran,Algérie",0770 27 51 00 / 0770 91 96 70,arzew@gema-group.com
ACS / Algerian Containers Services,"Secondaire B, zone Industrielle. Rouiba,...",021 81 41 58,kaci.kaci@acs-dz.com
ZS Prof,"Tixeraïne El Kadous, lot N°18 &19,Alger,...",023 53 31 96 / 0555 86 23 21 / 0552 60 30 21,eurlzsprof@gmail.com
"Agence de Location de Voitures ""Amine ""","Cité des Oliviers. Maghnia. 13300,Tlemce...",043 50 45 22 / 0772 24 17 60,khelladi13@yahoo.fr
ETB TCE / Benyahia Hocine,Cité Aboudi n°22.Zabana,0550 48 40 77,benyahiahocine74@gmail.com
Lamaraz Arts Hôtel ****,"1, rue Rabia Mohamed .Kouba,Alger,Algéri...",021 77 27 93 / 021 77 97 79,booking@lamarazhotels.com
Hôtel Africana,"Lot 3, RN11, Ain Benian,Alger,Algérie,16...",023 10 36 29 / 023 10 36 66,africanamercurehotel@gmail.com
Nirvana Voyage,"Lotissement C, n°124.Draria,Alger,Algéri...",023 26 41 00 / 0561 37 65 08 / 0550 58 56 73 / 0557 03 12 62,contact@nirvana-voyage.com
Lmto Logistique Manutention Transport,"N°01 zone d'activitee .Tafraoui,Oran,Alg...",0661 72 68 98,operations@lmto-dz.com
Ideal Voyage,Rue des Frères Djenadi (ex Belkacem el O...,025 21 09 65 / 0558 27 36 56,ideal_voyage2005@yahoo.fr
Doualia Travel Services,"Rue Gherbi Guemraoui, bt n°4,Bouira,Algé...",0797 81 02 86,mk.doualia-ravelservices@outlook.com
Hamdani Service,"Rue des frères Chikirou . Staouali,Alger...",0783 99 43 59 / 0559 66 21 08,ets.hamdani.services@gmail.com
Rachidia Transport / Oran,Hai El Chouhada ( Ex les Castors ). Cité...,041 74 77 07,direction@berrahalgroup.com
Logistics Company,"Rue Mohamed Kerabadji n°14.Hussein Dey,A...",023 77 17 56 / 0550 94 36 82 / 0560 96 86 14,contact@logisticscompany.dz
Bouazouni Zakaria / Youmid Tour,"Lot J 1, n° 32 .Kouba,Alger,Algérie",021 29 03 51 / 0770 96 65 33 / 0560 02 24 05,youmidtour@outlook.com
Le Patio Andalous Thalassothérapie,Village de Vacances Les Andalouses.El An...,041 11 11 14,contact@andalouses.com
Umarim Travel,"Cité 200 logts, bt 04,n°04. n°07. Bachdj...",023 76 14 85 / 0559 91 13 67,umatim.travel@gmail.com
Hygianis Gestion Hôtelière,"Lotissement Belle Vue, lot 49, grp 68 ....",021 43 60 34 / 0555 06 66 14 / 0550 33 11 33,contact@hygianis-dz.com
Choose Your Trip Travel,"Cité 1 er Mai, n°12. Salle 12 A. Beni Me...",0674 78 23 74 / 0542 76 73 03,chooseyourtrip.dz@gmail.com
Bouhenniba Transport Service,"Cité Ali Khodja, lot 2, local 2 .Bordj E...",023 80 26 23 / 0550 24 02 43,transportbr@gmail.com
Salhi Athmane,"Haouche Mouhoub Ben Zergua 96, ilot 04,...",021 20 20 13 / 0661 64 63 00 / 0552 04 54 21,salhitrans.algeria@yahoo.fr
WAKALOG,"10, résidence Akid Lotfi.Bir El Djir",0775 85 78 05,contact.wakalog@gmail.com
Le Temps d'un Voyage Travel Agency,"35, rue generale Ferradou. Gambetta",0561 42 22 23,ltv.travelagency@gmail.com
Right Tour,"Cité Boushaki D n°01.Bab Ezzouar,Alger,A...",023 83 23 36 / 0560 80 05 94,righttour.dz@hotmail.com
Hôtel Ville des Roses,Boulevard Mohamed Boudiaf (bvd 20 mètre)...,025 21 57 89 / 0560 95 50 06,reservation@hvdr-dz.com
RTE / La Résidence Touristique Familiale...,83 Boulevard de la République Ain El Tur...,041 10 97 84,residence-elayoun@yahoo.fr
Tahat Tours,"Rue Emir Abdelkader.Bp 163,Tamanrasset,A...",0664 80 72 80 / 0655 46 93 22,tahat_tours@yahoo.fr
Liberte Appart Oran / Résidence Hôtelièr...,"Résidence liberté Express, Zone des sièg...",0560 94 30 44,reservation@liberteappartoran.com
Jasmins Residence Hôtelière ****,"Zone des sièges USTO,Oran,Algérie,31000",,reservation@jasminsresidence.com
AZ Hôtel / Le Zephyr ****,"Sablette section 4 propriété N° 234, com...",0561 65 76 26 / 0561 65 76 27,reservation.lezephyr@azhotels.dz
AZ Hôtel / Montana *****,"Mosataland. Kharouba,Mostaganem,Algérie",045 39 26 26 / 045 39 27 27 / 0554 51 72 87,reservations.montana@azhotels.dz
Complexe Thermal Hammam Melouan / Zaim M...,"Centre Hammam Melouan.Bougara,Blida,Algé...",025 33 28 50 / 025 33 28 29 / 0661 97 33 09,reservation@hmelouane.com
Azul Luxury Hôtel,"Lot 113 Palm Beach. Staoueli,",0770 47 47 47 / 0559 15 15 15,contact@azulclubhotel.com
Complexe Touristique Eden Village,"Rue de la république، Ain El Turk,Oran,A...",041 60 31 47 / 041 60 31 46,
Hôtel Rym El Djamil,"Route de Cap de garde, plage Belvédère,A...",038 40 98 11,reservations@rymeldjamil.com
Ferdi Lilly ****,"36 Place de l'Eglise.Ben Aknoun,Alger,Al...",023 25 54 86 / 0561 24 62 55 / 0560 99 63 73,reservation@hotelferdililly.com
Oulawen Tours,"Tamanrasset,Algérie",0661 38 91 24,oulawentours@yahoo.fr
Eclair Travel,"Lot Piette, rue n°6. Hydra,Alger,Algérie",021 60 29 11 / 0560 04 33 93 / 0557 58 52 26,eclairtravel@gmail.com
ATC / Algeria Tourism Cluster,Hôtel Mazafran. Complexe touristique de...,023 53 42 09 / 0561 63 39 33,h.gherbi@algeria-tc.com
Idzifly Travel,"Amara 2. Cheraga,Alger,Algérie",023 30 38 96 / 0555 55 90 01 / 0555 55 90 02,idzifly.travel@gmail.com
Flynbeds,"Lot n°164 UV07 .Ali Mendjeli,Constantine...",031 74 86 48 / 0560 19 46 02 / 0560 21 90 73 / 0560 76 93 35 / 0671 31 09 27,info@flynbeds.dz
Hayya Tour,"Bir El Djir. Centre Oran,Oran,Algérie",041 87 65 65 / 0540 79 68 58 / 0540 11 11 20 / 0561 02 63 83,booking@hayyatour.com
Marriott Hotel Constantine,Oued Rhumel Street. Cites des Arcades Ro...,031 73 10 00 / 031 73 10 01 / 0560 77 77 09,djidjeh.amel@marriott.com
Mosta Iberica Lines,"Cours De Culture,Mostaganem,Algérie",045 30 00 71 / 045 30 00 72 / 045 30 00 73 / 045 30 00 70,m.moumene@mostaibericalines.com
My Go World Wide,"15 Lot Moulazim . Zeralda,Alger,Algérie",023 32 28 06 / 0770 11 21 04 / 0770 59 28 28,opdz@mygo.pro
Senhadja Voyages / Tlemcen,"Boulevard Imama. N°7,Tlemcen,Algérie",043 49 59 49 / 0561 62 50 65,senhadjavoyages@hotmail.com
Hôtel Zohour bouzour,"Plage les Sablettes .N°101,Mostaganem,Al...",045 42 02 11,complexbouzour@yahoo.fr
Appart Hotel Marmara Deniz,Coopérative les frères Saadi m08. Ilot 0...,0770 88 60 01 / 0560 32 34 66,contact@hotelmarmara-oran.com
SABKOF,Siège social: Local n°01.Cité 32 logts A...,029 71 92 92 / 0670 38 38 69,sabkof_hmd@yahoo.fr
Cheval Blanc Voyages,"20, rue Ali Kadri. Bab El Oued",0560 32 54 39,chevalblancvoyages@gmail.com
Citrine Voyages,"5, ROUTE SIDI YAHIA LA CONCORDE BAT B LO...",023 57 34 14 / 0560 95 22 25,citrinevoyages@gmail.com
TRAVELLIA,"Bt B, Local B3, RDC, O.Cité USTO, réside...",041 70 21 39 / 0770 70 66 09,info@travellia-dz.com
Birine Voyages,"Route Ain Oussera, zone 267, porte 01 A....",027 80 08 78 / 0770 94 58 01 / 0770 94 58 02 / 0558 78 29 57 / 0657 68 51 10,bi.travel@gmail.com
El Saih El Arabi,cité khemisti Nassim el Bahr. Lot E3 .Bt...,0550 04 07 22 / 0553 12 64 60,alidjebbar7@gmail.com
Bonjour Voyages,"43, rue boukhaloua,Relizane,Algérie",0661 91 11 87,bonjourvoyages48@gmail.com
Nreservi.com,"208, chemin Sfindja(ex Laperlier).Teleml...",0540 28 40 40 / 0542 10 40 42 / 0560 49 03 48 / 0561 74 49 67,contact@nreservi.com
Alpha Transit,"26, rue Hassiba Ben Bouali. Sidi M'hamed",0661 38 08 10,alpha_transit@yahoo.fr
La Gazelle d'Or,"Route de Touggourt,El Oued,Algérie",032 11 89 01 / 032 11 89 02,contact@hotel-lagazelledor.com
ACR / Algeria Car Rental,LOTISSEMENT 12 LOT NOUVELLE ZONE HURBAIN...,026 72 21 82 / 026 72 23 65 / 0560 97 07 86 / 0558 12 12 12,contact@algeriacarental.com
PETROGEL,"N°18 Lots Ben flis, Route de Biskra,Batn...",033 25 46 65 / 023 54 24 75 / 023 54 24 71 / 0561 82 98 21,contact@petrogel.dz
Traiteur Benani,SECT.05 ILOT DE PROP.N°056 Ouled Brahim....,0770 79 66 79 / 0560 93 67 08,hichembenanififa@gmail.com
Sand Tours,Butte des Deux Bassins.Oued Roumane,,sand_tours@hotmail.com
Sensawi Voyages,25 Avenue Emir Abdelkader. El Eulma. 196...,0550 67 56 08,sensawi@yahoo.fr
Djerioui Tourisme,"Route de Djemila. El Eulma,Setif,Algérie...",036 47 52 23 / 0661 14 31 00 / 0550 77 34 42,djerioui_tourisme@yahoo.fr
Anissa Tours / Bejaia,"Résidence 2000 bloc Djama,Bejaia,Algérie...",034 12 47 52 / 034 12 47 36 / 0560 36 05 99 / 0560 36 04 23 / 0560 36 04 21,anissatoursbejaia@yahoo.fr
Atlas Voyages,"14, avenue Cheikh Larbi Tebessi",0666 99 30 71,atlasvoyagesdz@gmail.com
TVA / Touring Voyages Algérie Centre / Z...,"3, bd Zirout Youcef. Alger Centre,Alger,...",021 73 71 08 / 021 73 73 38 / 021 73 63 99,tva-zirout@touring-algeria.com
TVA / Touring Voyages Algérie Centre / B...,"Centre commercial El Hamadia,Alger,Algér...",021 54 13 13 / 0561 87 67 41,contact@touring-algeria.com
TVA / Touring Voyages Algérie Centre / R...,"04,place Mohamed Khemisti Rez de chaussé...",023 85 42 17 / 023 85 40 60,tva-rouiba@touring-algeria.com
TVA / Touring Voyages Algérie Centre / T...,"Centre d’Artisanat, bd Colonnel Mellah,T...",026 19 03 03 / 026 19 04 04,tva-tizi@touring-algeria.com
TVA / Touring Voyages Algérie Centre / D...,"Aeroport Houari Boumediene,Alger,Algérie",021 50 91 52 / 021 50 91 97,tva-hb@touring-algeria.com
Tristar Transit & Logistics,"02, rue Ahcen Chaouch .Beausejour",0560 88 88 95,ann.sabdenour@tristar-logistics.com
TVA / Touring Voyages Algérie Centre / D...,"Bd Emir Abdelkader, cité des 16 logement...",027 92 34 17 / 027 92 34 45,tva-djelfa@touring-algeria.com
TVA / Touring Voyages Algérie Ouest / Ai...,"Complexe OPGI, route d'Oran,Ain Temouche...",043 79 54 26,tva-aintemouchent@touring-algeria.com
TVA / Touring Voyages Algérie Est / Séti...,"Cité administrativeTebinet,Setif,Algérie",036 62 19 60 / 036 62 19 61 / 036 62 19 63 / 036 62 19 64,tva-setif2@touring-algeria.com
TVA / Touring Voyages Algérie Est / Séti...,"Rue Sebaihi Khelifa. BP 170,Setif,Algéri...",036 56 34 52,tva-ain-oulmene@touring-algeria.com
TVA / Touring Voyages Algérie Ouest / Ag...,"Gare Routière,Setif,Algérie",036 47 73 73 / 0770 17 29 60,tva-el-eulma@touring-algeria.com
TVA / Touring Voyages Algérie Est / Cons...,"Rue Emir Abdelkader,Constantine,Algérie",031 92 35 30 / 031 92 35 31,tva-constantine-emir@touring-algeria.com
TVA / Touring Voyages Algérie Est / Anna...,"1, cité les sontons, 1 lot, n°1,Annaba,A...",038 45 22 62 / 0770 17 32 70,tva-annaba@gmail.com
Laabas Travel,"67 avenue Colonel Amirouche, axe Lamari...",038 42 51 02 / 0664 04 23 24,laabastravel@gmail.com
Fares Travel,"10, rue Docteur Saadane,Alger,Algérie",0550 99 50 51 / 0550 99 01 85,fares1travel@gmail.com
Timgad Voyages / Alger,"17, rue de Tlemcen. Mohammadia,Alger,Al...",021 82 74 21 / 021 82 74 22,timgadalger@yahoo.fr
Timgad Voyages / Djelfa,Boulevard 8 (près registre Commerce). Ci...,0560 45 13 41,djelfa@timgad-voyages.com
Aures Tours / El Aurassi,"Hôtel El Aurassi (Niveau A), boulevard F...",021 72 26 06 / 021 72 26 07,contact@aurestours.com
Paradis Travel Service / Alger,"28 coop El Yasmine .Draria,Alger,Algérie",023 23 22 23 / 0550 41 40 00,paradisetavel1@gmail.com
Saapy Flottes,"75, rue des frères Abdeslami. Kouba,Alge...",021 28 44 61 / 021 28 44 62 / 0770 93 15 86 / 0770 94 87 43,saapy-flottes@hotmail.com
Gofast Travel,"11, avenue Pasteur .Alger Centre,Alger,A...",021 64 22 27 / 0561 64 02 76,
Rawda Tours,Cité 50 Logements Kaddour Rahim.Hussein...,021 77 40 29 / 0661 53 77 24 / 0771 39 99 66,rawdatours@hotmail.com
La Table de Sidi Bel Abbes,"Cite Beni Ameur, rue Abou Obaida .Ben El...",0559 35 49 08 / 0554 29 65 27,
Khatawat Travel,"Promotion 21ème siècle, cité des 126 log...",021 37 21 91 / 0560 96 27 35 / 0560 96 27 33,info@khatawat-travel.com
Kiffani Transit,"Cité Baha 3, lot 24. Ecubek. Mohammadia,...",021 24 09 94 / 0560 97 58 07 / 0770 35 37 49,contact@kiffani.com
Transit Nedjar,"9, rue Nedjah Mahyou. Miramar,Oran,Algér...",041 41 46 04 / 0555 09 11 98 / 0661 21 66 95,transitnedjar@gmail.com
Touati Transit,"1, rue Hassiba Ben Bouali. Alger Centre,...",021 73 96 86 / 0553 08 00 88 / 0770 16 29 61,touati_transit@yahoo.fr
Taibi Brahim et Fils Transit,"5, bd Colonel Amirouche. Alger Centre,Al...",021 63 54 74 / 0661 52 80 44 / 0661 53 56 81,taibi_brahim10@yahoo.fr
Belloui Transit,"9, rue Reda Houhou. Alger Centre,Alger,A...",021 43 43 40,
TimTrans,"77, rue du 1 Novembre .Rouiba Rp,Alger,A...",023 86 06 99 / 0770 96 41 56 / 0555 03 85 27,timtrans2003@yahoo.fr
ITGK Transit,"2, rue Mohamed Belouizdad. Sidi M'hamed,...",021 65 23 70 / 0561 79 70 80,sarl.itgk@yahoo.com
Boukhatmi Transit,Rue Beau Regard .Belair. Cité Tafna. M'n...,041 28 42 70 / 0770 42 63 29,
Amos Transit,"33, rue de la liberté . Brossette . Huss...",021 77 15 12 / 021 47 92 54,amostransit@yahoo.fr
Transit Merad,"5, rte de Colio,Skikda,Algérie",038 76 58 98 / 0670 05 51 05,transitmerad@gmail.com
Aures Transit,"382, cité 1272 logts, bloc 16,Batna,Algé...",033 28 60 75 / 0661 63 80 73,aurestransit05@yahoo.fr
Chemlal Belaid Transit,"Rue Brahim Maiza,Skikda,Algérie",038 76 59 47 / 0550 03 52 51,transit_chemlal@yahoo.co.uk
Lord Transit,"4, rue Mahmoud Bouzabra,Skikda,Algérie",038 76 53 36 / 0770 66 33 73,lord_transit@yahoo.fr
Caid Boumediene Transit,"23, rue Theuss. El Makkari,Oran,Algérie",041 28 37 20,
Soheib Transit,"8, avenue Colonel Lotfi. Bab El Oued,Alg...",021 96 56 78 / 0560 19 53 23 / 0661 51 60 79,soheib_transit@live.com
